"","fecha_YM","producto","precio_promedio_pond","precio_promedio","ingresos_mes"
"302","2018-01","Manzana",41.4397259774881,41.8674999999999,2097425
"303","2018-01","Naranja",26.3365750201362,26.3125,4184010
"304","2018-01","Papa",24.2488186542125,24.25,11618952
"305","2018-01","Tomate",30.2308725213365,30.65,2159951
"306","2018-02","Cebolla",15,15,1250499
"307","2018-02","Manzana",37.5866065581716,37.5738095238096,1693014
"308","2018-02","Naranja",28.4210627781951,28.390625,3152464
"309","2018-02","Papa",21.3533827149517,21.3125,8997950
"310","2018-02","Tomate",38.543047879066,38.3125000000001,1499528
"311","2018-03","Cebolla",14.1641322870089,14.21875,1233142
"312","2018-03","Manzana",34.8680761308977,34.4520833333333,1472569
"313","2018-03","Naranja",30.6243776268231,30.59375,2222742
"314","2018-03","Papa",26.3023001208263,25.9375,8483250
"315","2018-03","Tomate",22.5868711609951,21.53125,1524158
"316","2018-04","Cebolla",14.25,14.25,1712053
"317","2018-04","Manzana",37.9465927491105,38.075,2084958
"318","2018-04","Naranja",28.2009310643713,28.03125,3897994
"319","2018-04","Papa",23.1915040892747,23.05,13348822
"320","2018-04","Tomate",12.4751358330073,12.3,2423196
"321","2018-05","Cebolla",14.25,14.25,1441296
"322","2018-05","Manzana",41.3821416462453,41.6015625000001,1573508
"323","2018-05","Naranja",22.2842780170721,22.28125,3056208
"324","2018-05","Papa",19.7573708827977,19.75,10630884
"325","2018-05","Tomate",26.8780235451515,27.625,1360365
"326","2018-06","Cebolla",14.25,14.25,1350244
"327","2018-06","Manzana",43.3012483455132,43.2983630952381,1380985
"328","2018-06","Naranja",16.1933807041752,15.875,2968352
"329","2018-06","Papa",19.5,19.5,10030824
"330","2018-06","Tomate",56.7185070582211,57.5,747993
"331","2018-07","Cebolla",17.1890571239612,17.225,1613351
"332","2018-07","Manzana",46.0223696256547,46.0660714285714,1626815
"333","2018-07","Naranja",14.1213196341985,14.1291666666667,2596198
"334","2018-07","Papa",18.9972542004346,19.05,10662468
"335","2018-07","Tomate",60.5203718849837,60.525,872732.2
"336","2018-08","Cebolla",18.0628969351091,18.0625,1318383
"337","2018-08","Manzana",47.4637480142055,47.5,1435014
"338","2018-08","Naranja",13.9912590328492,13.9635416666666,2089457
"339","2018-08","Papa",19.3459914823864,19.375,9638850
"340","2018-08","Tomate",61.0636334976929,61.71875,732743
"341","2018-09","Cebolla",17.7418198814736,17.5520833333333,1186515
"342","2018-09","Manzana",48.9196393463808,48.8998511904761,1639347
"343","2018-09","Naranja",15.3208308994684,15.3489583333333,2727144
"344","2018-09","Papa",19,19,8234316
"345","2018-09","Tomate",59.4647896132921,63.5625,1293095
"346","2018-10","Cebolla",14.437525172697,14.4416666666667,1598127
"347","2018-10","Manzana",49.7485802420113,49.7404761904761,2072268
"348","2018-10","Naranja",15.4769671099881,15.4666666666666,4156652
"349","2018-10","Papa",19.0514904919751,19.05,11995972
"350","2018-10","Tomate",53.3174845228058,54.5916666666667,2108694
